camis,name,boro,cuisine,action,score,grade,rating,review_count,location.address1,coordinates.latitude,coordinates.longitude,ratings1
50050805,No.1 Chinese Restaurant,MANHATTAN,Chinese,violations,13,A,3,36,705 Fulton St,40.68766,-73.977188,***
41568346,#1 Garden Chinese,BROOKLYN,Chinese,violations,11,A,3.5,51,221 Prospect Park W,40.660045,-73.980316,****
50051964,#1 Natural Juice Bar,QUEENS,"Juice, Smoothies, Fruit Salads",violations,11,A,5,1,685 Seneca Ave,40.70313263,-73.90778351,*****
41336841,El Sabor Latino,BRONX,Latin,closed,45,C,2,35,2968 Jerome Ave,40.87294,-73.88936,**
50061194,Roll & Go $1 Pizza,BROOKLYN,Pizza,violations,28,C,3.5,3,1278 Fulton St,40.68035603,-73.94973502,****
41652560,Lombardi's Pizza,MANHATTAN,Pizza,violations,42,C,4,5388,32 Spring St,40.721515,-73.995735,****
50065316,NY Pizza Suprema,MANHATTAN,Pizza,violations,28,C,4,1474,413 8th Ave,40.75020599,-73.99532318,****
50018480,W Cafe,MANHATTAN,American,violations,40,C,2.5,95,390 5th Ave,40.7498099,-73.98408,***
50064708,Cesca,MANHATTAN,Italian,violations,41,C,3.5,243,164 W 75th St,40.7802345,-73.9796698,****
40804423,Locanda Vini e Olii,BROOKLYN,Italian,violations,9,A,4,266,129 Gates Ave,40.685007,-73.962943,****
50007884,Brooklyn Public Library - Central Library,BROOKLYN,CafÃ©/Coffee/Tea,violations,20,B,4,130,10 Grand Army Plz,40.67245,-73.96829,****
50059670,Strand Bookstore,MANHATTAN,CafÃ©/Coffee/Tea,violations,42,C,4.5,1348,828 Broadway,40.73326137,-73.99093395,*****
50002692,TAO Downtown,MANHATTAN,Asian,violations,28,C,3.5,918,92 9th Ave,40.7426141,-74.0042051,****
41322152,123 Burger Shot Beer,MANHATTAN,American,violations,9,A,3,778,738 10th Ave,40.764828,-73.9914,***
41316782,1 Banana Queen,BRONX,"Juice, Smoothies, Fruit Salads",violations,12,A,4.5,16,6 E Mount Eden Ave,40.8441642,-73.9146575,*****
41046505,Darbar Fine Indian Cuisine,MANHATTAN,Indian,violations,11,A,4,420,152 E 46th St,40.75348,-73.97355,****
40359480,The Halal Guys,MANHATTAN,American,no violations,0,B,4.5,8751,W 53rd St 6th Ave,40.76175596,-73.97922993,*****
50058063,1 Hotel Brooklyn Bridge,BROOKLYN,American,violations,5,A,4,91,60 Furman St,40.70224,-73.99554,****
41299757,1 OAK,MANHATTAN,American,violations,25,B,2,334,453 W 17th St,40.74389,-74.00614,**
41454445,1 or 8,BROOKLYN,Japanese,violations,17,B,4,372,66 S 2nd St,40.714257,-73.965457,****
50065769,1 Pike,MANHATTAN,CafÃ©/Coffee/Tea,violations,30,C,4.5,32,1 Pike St,40.71423,-73.9924,*****
41430594,One Stop Patty Shop,MANHATTAN,Bakery,violations,2,A,4,26,1708 Amsterdam Ave,40.8249799,-73.94802,****
41541504,Max Brenner,BROOKLYN,Mediterranean,violations,7,A,3.5,4078,841 Broadway,40.73426706,-73.99105492,****
50039202,10Below Ice Cream,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",violations,10,A,4,1195,10 Mott St,40.71407,-73.99857,****
41111464,100 Fun,BROOKLYN,Asian,violations,17,B,2.5,209,932 60th St,40.6335,-74.00657,***
50061069,100% Juice Bar Cafe,BRONX,Spanish,violations,32,C,4,34,130 W 238th St,40.88348036,-73.89784508,****
41456477,1001 Nights Cafe & Lounge,STATEN ISLAND,American,violations,7,A,4,30,2025 Richmond Ave,40.598235,-74.161907,****
41458716,101 Cafe,QUEENS,American,violations,8,A,4.5,18,9805 101st Ave,40.68525,-73.84319,*****
40591271,101 Deli,QUEENS,Delicatessen,violations,11,A,3.5,35,10016 Rockaway Beach Blvd,40.58381,-73.82166,****
40401104,1020 Bar,MANHATTAN,American,violations,13,A,3.5,120,1020 Amsterdam Ave,40.80335,-73.96402,****
40639261,Peter Luger,BROOKLYN,CafÃ©/Coffee/Tea,violations,9,A,4,4582,178 Broadway,40.709945,-73.962478,****
50018436,Court Street Grocers,BROOKLYN,Jewish/Kosher,violations,44,C,4.5,231,485 Court St,40.676244,-73.998717,*****
40942485,107 West Restaurant,MANHATTAN,American,violations,11,A,3.5,85,2787 Broadway,40.8026581,-73.9680786,****
50060299,Iki Modern Japanese Cuisine,QUEENS,Chinese,violations,12,A,4,202,133-42 39th Ave,40.75944435,-73.83264774,****
50059935,108 Food Dried Hot Pot,MANHATTAN,Chinese,violations,13,A,3.5,83,2794 Broadway,40.80271,-73.96738,****
50043863,1080 Brew,QUEENS,CafÃ©/Coffee/Tea,violations,20,B,5,21,1080 Wyckoff Ave,40.6942764,-73.9027486,*****
50047025,10Below Ice Cream,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",violations,22,B,4,268,136-17 39th Ave,40.7604295,-73.829968,****
41092609,Cookshop,MANHATTAN,American,violations,24,B,4,1780,156 10th Ave,40.7454251,-74.0056084,****
50059312,The Dead Rabbit,BROOKLYN,American,violations,9,A,4,1223,30 Water St,40.70329,-74.01102,****
50057272,11 Hanover Greek,MANHATTAN,Greek,violations,4,A,3.5,67,11 Hanover Sq,40.705264,-74.008854,****
50052807,Le Coucou,MANHATTAN,American,violations,5,A,4,314,138 Lafayette St,40.71915,-74.00024,****
41217083,11th Street Cafe,MANHATTAN,CafÃ©/Coffee/Tea,violations,22,B,4,128,327 W 11th St,40.7357789,-74.00725826,****
50041601,118 Kitchen,MANHATTAN,Tex-Mex,violations,12,A,4,30,1 E 118th St,40.80195,-73.94517,****
41006043,12 Chairs,MANHATTAN,American,violations,13,A,4,355,56 MacDougal St,40.72759,-74.0024,****
50018577,12 Chairs Cafe,BROOKLYN,Middle Eastern,violations,52,C,4,139,342 Wythe Ave,40.7145615,-73.9653168,****
41704440,12 Corazones Bar & Restaurant,QUEENS,Latin,violations,32,C,3.5,5,86-22 Roosevelt Ave,40.74803755,-73.87960531,****
41679424,12 Corners,MANHATTAN,CafÃ©/Coffee/Tea,violations,19,B,4.5,128,121 Mott St,40.718048,-73.997222,*****
50018154,12 Corners Coffee,MANHATTAN,CafÃ©/Coffee/Tea,violations,10,A,4.5,305,155 E Broadway,40.7139624,-73.9903806,*****
41299113,12th Street Ale House,MANHATTAN,American,violations,16,B,4,126,192 2nd Ave,40.73105498,-73.98577794,****
41646201,120 Bay Cafe,STATEN ISLAND,American,violations,8,A,3.5,61,120 Bay St,40.63946,-74.07576,****
41585586,Nikko,MANHATTAN,Asian,violations,17,B,3.5,302,1280 Amsterdam Ave,40.81156,-73.95781,****
50017240,Harlem Shake,MANHATTAN,American,violations,17,B,3,757,100 W 124th St,40.80709881,-73.94641581,***
50038252,129 Gourmet Deli,MANHATTAN,Egyptian,violations,31,C,3.5,9,129 East 45th St,40.75336,-73.97435,****
41721733,Morton's The Steakhouse,BROOKLYN,American,violations,12,A,4,178,136 Washington St,40.70970052,-74.0139538,****
50064278,Uber,QUEENS,Pizza/Italian,violations,11,A,2,532,,40.7280811,-73.98868798,**
50006404,149 Steam Fish,BRONX,Seafood,violations,35,C,4,6,500 E 149th St,40.814617,-73.914864,****
50000845,Central Park,MANHATTAN,American,violations,7,A,5,2005,14 E 60th St,40.78241874,-73.96560228,*****
40698892,15 East Restaurant,MANHATTAN,Japanese,violations,10,A,4,580,15 E 15th St,40.7363799,-73.99213,****
50000957,15 Flavors,BRONX,"Ice Cream, Gelato, Yogurt, Ices",violations,11,A,3.5,18,1763 Crosby Ave,40.8466751,-73.832048,****
41579121,16 Handles,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",violations,12,A,4,263,1569 2nd Ave,40.775033,-73.9540341,****
50040476,Pho Hoang,QUEENS,Asian,violations,12,A,3,191,41-01 Kissena Blvd,40.7584358,-73.82939033,***
41337363,Castle Hill National Bakery,BRONX,Bakery,reopened,9,A,4,5,2214 Westchester Ave,40.83413,-73.8511,****
50049107,St Nick's 1633 Food Center,MANHATTAN,Mediterranean,violations,2,A,5,3,1633 Saint Nicholas Ave,40.856,-73.92907,*****
41721691,168 Hi Tea,QUEENS,Chinese,violations,14,B,3,27,167-11 Union Tpke,40.7228515,-73.8006713,***
50054960,Despaña,BROOKLYN,Chinese,violations,14,B,4.5,490,408 Broome St,40.7210686,-73.9979083,*****
41171181,Charles Hanson's 169 Soul Jazz Oyster Bar,MANHATTAN,American,violations,22,B,3.5,391,169 E Broadway,40.713838,-73.98976,****
41406631,Wolf & Lamb Steakhouse,BROOKLYN,Jewish/Kosher,reopened,9,A,3.5,144,10 E 48th St,40.75682178,-73.97714116,****
50057074,Shake Shack,BRONX,Latin,violations,11,A,4,5352,Madison Square Park,40.74140002,-73.98815019,****
41390570,18 Bakery,BROOKLYN,Bakery,violations,60,C,3,9,6820 18th Ave,40.617149,-73.992584,***
50004437,Gun Hill Brewing Company,BRONX,Pizza,violations,24,B,4.5,125,3227 Laconia Ave,40.87212,-73.855922,*****
50004846,18 Hipot,BROOKLYN,Chinese,violations,32,C,3.5,106,8204 18th Ave,40.609392,-74.000422,****
41478388,Eighteen Restaurant,MANHATTAN,Jewish/Kosher,violations,22,B,4,31,240 E 81st St,40.77512,-73.95521,****
50012606,18 Star Kitchen,BROOKLYN,Chinese,violations,19,B,3,19,8515 18th Ave,40.6073608,-74.0021515,***
41445737,Woorijip Authentic Korean Food,BROOKLYN,Chinese,violations,35,C,4,2342,12 W 32nd St,40.74747,-73.98648,****
41688139,Threes Brewing,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",violations,9,A,4,270,333 Douglass St,40.67963,-73.98227,****
41396658,Yankee Stadium,BRONX,American,violations,2,A,4,1094,1 E 161st St,40.82971877,-73.92617009,****
50015841,19 Cafe,BROOKLYN,CafÃ©/Coffee/Tea,violations,6,A,4.5,88,84 Manhattan Ave,40.7052167,-73.9444036,*****
50055290,Lovely Day,MANHATTAN,CafÃ©/Coffee/Tea,violations,56,C,3.5,298,196 Elizabeth St,40.7218,-73.99441,****
41405997,Birthday Party Booker,BROOKLYN,Chinese,violations,22,B,4.5,136,48 W 21st St,40.741372,-73.993138,*****
50067036,1st Ave Gourmet,MANHATTAN,Other,violations,29,C,2.5,31,1274 1st Ave,40.765414,-73.957324,***
50000526,Le Gourmet,MANHATTAN,American,violations,9,A,3.5,130,1267 1st Ave,40.765518,-73.958015,****
41673023,Staten Island Yankees,STATEN ISLAND,American,violations,7,A,4,61,75 Richmond Ter,40.6447238,-74.0768421,****
50059875,Trattoria Zero Otto Nove,BRONX,Latin,violations,13,A,4,605,2357 Arthur Ave,40.8546515,-73.8883526,****
50035346,2 Baci Pizzeria,BROOKLYN,Pizza/Italian,violations,6,A,3,41,345 Nostrand Ave,40.68648288,-73.95066922,***
50039491,2 Bros Pizza,MANHATTAN,Pizza,violations,12,A,4,326,31 W 46th St,40.75678,-73.98022,****
41722020,2 Bros Pizza,BRONX,Pizza,violations,9,A,4,326,31 W 46th St,40.75678,-73.98022,****
50043752,Red Rooster Harlem,MANHATTAN,Salads,closed,41,C,3.5,2405,310 Lenox Ave,40.80815,-73.94488,****
50058037,2 Bros Pizza,MANHATTAN,Other,violations,10,A,4,326,31 W 46th St,40.75678,-73.98022,****
50033988,Red Rooster Harlem,MANHATTAN,Pizza,violations,25,B,3.5,2405,310 Lenox Ave,40.80815,-73.94488,****
41305701,2 In 1 Restaurant,BROOKLYN,Chinese,violations,9,A,4.5,5,2108 Flatbush Ave,40.61844,-73.93255,*****
41645481,Las Palmitas Deli,QUEENS,Mexican,violations,9,A,4,34,10915 Jamaica Ave,40.69581555,-73.83861956,****
41644326,2west Restaurant,MANHATTAN,American,violations,9,A,3.5,62,2 West St,40.70554986,-74.01733429,****
40385555,200 Fifth,BROOKLYN,American,violations,25,B,3,375,200 5th Ave,40.67677689,-73.98048401,***
50044708,21 Bar,MANHATTAN,American,violations,7,A,4,13,4318 Broadway,40.85192,-73.93464,****
40364362,21 Club,MANHATTAN,American,violations,12,A,3.5,527,21 W 52nd St,40.76037,-73.97741,****
41398041,Café China,MANHATTAN,Chinese,violations,13,A,4,1034,13 E 37th St,40.74992252,-73.98194641,****
50010711,212 Steakhouse,MANHATTAN,Steak,violations,12,A,4,477,316 E 53rd St,40.75640647,-73.96654667,****
50055977,Food Bazaar Supermarket,BRONX,Tex-Mex,violations,56,C,3.5,77,21 Manhattan Ave,40.702976,-73.944908,****
41510846,OK 218,MANHATTAN,Chinese,violations,45,C,3.5,52,218 Grand St,40.71899,-73.995811,****
50052209,Shake Shack,BROOKLYN,American,violations,2,A,4,5352,Madison Square Park,40.74140002,-73.98815019,****
41295927,22 Thai Cuisine,MANHATTAN,Thai,violations,11,A,2.5,126,59 Nassau St,40.70925,-74.0088,***
50007973,McDonald's,QUEENS,Caribbean,violations,10,A,1.5,41,13811 20th Ave,40.7817849,-73.8308375,**
41195733,230 Fifth Rooftop Bar,MANHATTAN,American,violations,13,A,3,2476,230 Fifth Ave,40.74383227,-73.98800682,***
41241023,United Nations,BROOKLYN,Chinese,violations,12,A,4,143,801 First Ave,40.748875,-73.96801,****
50043956,Handy,QUEENS,"Juice, Smoothies, Fruit Salads",violations,18,B,3.5,4507,,40.74559021,-73.97927856,****
50042806,24 Hour Fitness - Riverdale,BRONX,"Juice, Smoothies, Fruit Salads",violations,3,A,1.5,27,298 West 231st St,40.88015747,-73.90862274,**
50052395,Paragon Honda,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,17,B,2.5,429,57-02 Northern Blvd,40.75344073,-73.90355922,***
50052389,Retro Fitness,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,8,A,2.5,42,1625 Flatbush Ave,40.63089207,-73.94552797,***
50016875,China Star,BROOKLYN,Chinese,violations,10,A,2.5,5,2419 Foster Ave,40.63848272,-73.95339891,***
50007100,El Castillo Del Caribe,BRONX,American,violations,9,A,3,5,31 S St,40.9080522,-73.8499009,***
41642333,Canal Bakery,MANHATTAN,Chinese,violations,25,B,3.5,42,242 Canal St,40.717983,-74.00032,****
41666608,Tomoe Sushi,MANHATTAN,Japanese,violations,7,A,4,812,172 Thompson St,40.7277,-74.0001599,****
41255390,27 Sport Bar & Cafe,BRONX,Latin,violations,31,C,3,3,2 W Mount Eden Ave,40.84437,-73.91504,***
50039747,Tim Ho Wan,MANHATTAN,Chinese,violations,18,B,3.5,1091,85 4th Ave,40.731505,-73.9899313,****
41117050,Noodles 28,MANHATTAN,Chinese,violations,11,A,3,178,417 3rd Ave,40.74261093,-73.97997284,***
40388784,2A,MANHATTAN,American,violations,12,A,3.5,136,25 Avenue A,40.723007,-73.986045,****
50064068,2Beans,MANHATTAN,CafÃ©/Coffee/Tea,violations,60,C,4,160,100 Park Ave,40.7511373,-73.978866,****
41553986,JG Melon,MANHATTAN,American,violations,9,A,3.5,1057,1291 3rd Ave,40.77105,-73.95931,****
41288201,2nd Ave Deli,MANHATTAN,Jewish/Kosher,violations,3,A,4,1002,162 E 33rd St,40.74519,-73.97918,****
41588604,2nd Ave Deli,MANHATTAN,Jewish/Kosher,violations,10,A,3.5,251,1442 1st Ave,40.76956896,-73.95449278,****
50046212,2nd City Beef,MANHATTAN,Filipino,violations,9,A,5,2,90 Kent Ave,40.72086085,-73.96156548,*****
50051296,Veniero's,BROOKLYN,CafÃ©/Coffee/Tea,violations,4,A,4,1778,342 E 11th St,40.72941,-73.98454,****
50047029,3 Bros 99 Cent Pizza,QUEENS,Pizza,reopened,0,B,2.5,3,2589 Steinway St,40.765702,-73.913169,***
50001890,Bronx Zoo,BRONX,Latin,violations,40,C,4,824,2300 Southern Blvd,40.84869915,-73.88227384,****
40592296,3 Deli & Grill,MANHATTAN,American,violations,13,A,2.5,3,133 E 55th St,40.75983,-73.97029,***
50044646,3 Greeks Grill,QUEENS,Greek,violations,7,A,4.5,95,3561 Vernon Blvd,40.762035,-73.942101,*****
40391339,3 Guys,MANHATTAN,American,violations,9,A,3,74,1381 Madison Ave,40.78748,-73.95379,***
40640495,Daniel,MANHATTAN,American,violations,20,B,4.5,1360,60 E 65th St.,40.76677368,-73.967607,*****
50037436,3 Guys Sushi,STATEN ISLAND,Japanese,violations,10,A,3.5,54,530 Forest Ave,40.630062,-74.107803,****
50017143,The Stanton Social,QUEENS,Caribbean,violations,4,A,4,2672,99 Stanton St,40.72119872,-73.98812421,****
50049907,3 In 1 Kitchen,BROOKLYN,American,violations,20,B,3,48,4902 Fort Hamilton Pkwy,40.63845,-73.997993,***
41708446,3 ROOTS,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,13,A,3.5,34,159 Franklin St,40.731858,-73.9582159,****
41509130,3 Sheets Saloon,MANHATTAN,American,violations,13,A,3.5,309,134 W 3rd St,40.73067,-74.00104,****
41063464,Jus By Julie,BROOKLYN,"Juice, Smoothies, Fruit Salads",violations,12,A,4,675,1212 Avenue M,40.617658,-73.9621574,****
41165199,3 Way Restaurant,BRONX,Latin,violations,20,B,3.5,56,384 E 188th St,40.8598542,-73.89357459,****
50003350,Patsy's Pizzeria,BRONX,Latin,violations,13,A,4,661,2287 1st Ave,40.79713,-73.93481,****
50066549,301 Chinese Restaurant,QUEENS,Chinese,violations,12,A,3.5,9,8603 Rockaway Beach Blvd,40.58755124,-73.81125927,****
40972714,Legends Limousine,BROOKLYN,Spanish,violations,13,A,3.5,101,88A 4th Ave,40.681814,-73.980459,****
50041799,310 Bowery Bar,MANHATTAN,American,violations,8,A,3,69,310 Bowery,40.72488814,-73.99250568,***
50000074,31st Avenue Gyro,QUEENS,Greek,violations,12,A,2.5,21,4402 31st Ave,40.75955,-73.91392,***
50038523,-321° Ice Cream Shop,BROOKLYN,"Ice Cream, Gelato, Yogurt, Ices",violations,5,A,4,374,288 Grand St,40.7129,-73.95779,****
50041578,33 Lafayette,BROOKLYN,American,violations,17,B,4.5,7,33 Lafayette Ave,40.68705183,-73.97769358,*****
50032946,Grace Street,MANHATTAN,CafÃ©/Coffee/Tea,violations,10,A,4,1584,17 W 32nd St,40.74785768,-73.98655906,****
50047434,33 Gourmet Deli,MANHATTAN,Delicatessen,violations,36,C,3,32,157 W 33rd St,40.7500845,-73.9901814,***
50059464,Lumpia Shack Snackbar,MANHATTAN,American,closed,53,C,4,173,50 Greenwich Ave,40.73571,-74.00044,****
41325953,33 Gourmet Deli,MANHATTAN,Delicatessen,violations,39,C,3,32,157 W 33rd St,40.7500845,-73.9901814,***
41164822,Karaoke DUET 35,MANHATTAN,Japanese,violations,9,A,4,410,53 W 35th St,40.750281,-73.986189,****
41155536,Lioni Italian Heroes,BROOKLYN,Chinese,violations,3,A,4.5,294,7803 15th Ave,40.61565,-74.0047,*****
41488338,388 Cafe & Deli,MANHATTAN,Chinese,violations,12,A,4,12,3 Eldridge St,40.7145415,-73.993997,****
50044528,39 Fantastic bar,BROOKLYN,Chinese,violations,4,A,3,2,3914 8th Ave,40.6470399,-73.9977399,***
50060814,39 Kings Cafe,QUEENS,Chinese,violations,61,C,3.5,23,39-07 Prince St,40.7594773,-73.83205,****
50060377,3E Taste Of Thai,QUEENS,Thai,violations,13,A,4,241,34-16 Broadway,40.76038,-73.9225699,****
41403545,3rd & 7,BROOKLYN,American,violations,6,A,4,48,3622 Quentin Rd,40.61497,-73.93606,****
50061063,The Metropolitan Museum of Art,QUEENS,Spanish,violations,51,C,4.5,2387,1000 5th Ave,40.77925427,-73.96288417,*****
40944872,40/40 Club,MANHATTAN,American,violations,33,C,2.5,444,6 W 25th St,40.74299013,-73.98932043,***
41688500,Pacific Standard Brooklyn,BROOKLYN,American,no violations,0,B,4,230,82 4th Ave,40.68209,-73.98014,****
50006978,Lure Fishbar - New York,BROOKLYN,Chinese,violations,9,A,4,1449,142 Mercer St,40.72461217,-73.99857471,****
50013561,414 Hotel,MANHATTAN,American,violations,11,A,4,53,414 W 46th St,40.76129,-73.99173,****
50064947,Gramercy Tavern,BROOKLYN,Chinese,closed,83,C,4.5,2456,42 E 20th St,40.738527,-73.988417,*****
40809948,44 & X Hell's Kitchen,MANHATTAN,American,violations,13,A,3.5,739,622 10th Ave,40.7611032,-73.9941787,****
41108812,Totto Ramen,MANHATTAN,American,violations,34,C,4,4774,366 W 52nd St,40.76432855,-73.98765588,****
41700988,44th Street Minar,MANHATTAN,Indian,violations,15,B,3,52,160 E 44th St,40.7522011,-73.9741974,***
41660211,44th Street Pizza,MANHATTAN,Pizza,violations,17,B,3,33,196 E 44th,40.7520124,-73.9737301,***
41529681,456 Shanghai Cuisine,MANHATTAN,Chinese,violations,58,C,3.5,468,69 Mott St,40.71627,-73.99822,****
41269706,46 Grill Cafe,QUEENS,Mexican,violations,12,A,2.5,7,47-55 46th St,40.7396163,-73.9192778,***
50056834,Coffee Cart 5th And 47th,MANHATTAN,CafÃ©/Coffee/Tea,violations,17,B,5,1,47TH And 5th,40.75666306,-73.97876765,*****
41060828,49 Grove,MANHATTAN,American,violations,7,A,2.5,272,49 Grove St,40.73308,-74.00374,***
41532133,Traif,BROOKLYN,American,violations,8,A,4.5,1732,229 S 4th St,40.710658,-73.958872,*****
50011200,4th Down Sports Bar,BROOKLYN,American,violations,7,A,4.5,41,750 Grand St,40.7115402,-73.9432755,*****
50001632,The Candle Cafe,MANHATTAN,American,violations,5,A,4,791,1307 3rd Ave,40.771434,-73.959146,****
41633315,5 Boro Burger,MANHATTAN,American,violations,7,A,3,164,80 W 36th St,40.75074591,-73.98617417,***
40390163,5 Burro Cafe,QUEENS,Mexican,violations,11,A,3.5,1128,72-05 Austin St,40.71924642,-73.84225528,****
41462146,5 De Mayo,QUEENS,Mexican,violations,2,A,5,2,108-09 53th Ave,40.7428513,-73.8541565,*****
41166881,5 Estrellas Bakery,MANHATTAN,Bakery,violations,11,A,4,22,3861 Broadway,40.83691,-73.94329,****
50043509,5 Napkin Burger,MANHATTAN,American,violations,27,B,3.5,1738,630 9th Ave,40.76018,-73.99113,****
41460077,5 Napkin Burger,MANHATTAN,Hamburgers,violations,16,B,3.5,1738,630 9th Ave,40.76018,-73.99113,****
50037784,Five Senses,MANHATTAN,Korean,violations,27,B,4,949,9 W 32nd St,40.74757316,-73.98631226,****
50064069,Five Star Banquet and Restaurant,QUEENS,Not Listed/Not Applicable,violations,10,A,3.5,42,13-05 43rd Ave,40.75108,-73.94601,****
50014906,5 Star Cheese Steak and Pizza,MANHATTAN,Pizza,violations,11,A,2,13,2039 1st Ave,40.78931,-73.94071,**
41699662,Di Fara Pizza,BROOKLYN,Russian,violations,5,A,4,2847,1424 Ave J,40.625093,-73.961531,****
50051527,Fifty,MANHATTAN,American,violations,12,A,4.5,113,50 Commerce St,40.73160622,-74.00563235,*****
50041262,Keens Steakhouse,QUEENS,Latin,violations,33,C,4,2078,72 W 36th St,40.75071,-73.98652,****
50004788,51st Bakery and Cafe,QUEENS,Bakery,violations,9,A,4.5,151,5-33 51st Ave,40.74227655,-73.95533092,*****
50047581,520 Desserts,QUEENS,Asian,violations,11,A,3.5,203,133-53 37th Ave,40.7610699,-73.83315,****
41716978,52nd Sushi,QUEENS,Japanese,violations,17,B,4,97,5221 Roosevelt Ave,40.74459076,-73.91161346,****
50066463,53rd Gourmet Deli,MANHATTAN,American,violations,32,C,3,54,1301 Ave Of The Americas,40.761768,-73.980026,***
41663204,Feinstein's/54 Below,MANHATTAN,American,violations,10,A,4,144,254 W 54th St,40.76432,-73.9838,****
50056795,Sarge's Delicatessen & Diner,MANHATTAN,American,violations,13,A,4,815,548 3rd Ave,40.74732795,-73.97720179,****
41331076,The 55 Bar,MANHATTAN,American,violations,17,B,4,143,55 Christopher St,40.73378,-74.00224,****
41548334,Bouley,MANHATTAN,American,violations,7,A,4.5,1133,163 Duane St,40.71695874,-74.00889705,*****
41233392,The Metropolitan Museum of Art,BROOKLYN,Latin,violations,2,A,4.5,2387,1000 5th Ave,40.77925427,-73.96288417,*****
41419342,57s All American Grill,QUEENS,American,violations,26,B,3,170,33-45 Francis Lewis Blvd,40.76637,-73.78939,***
50054535,The Donut Pub,MANHATTAN,American,violations,13,A,4,670,203 W 14th St,40.73850074,-73.99983927,****
50048335,57 Belle House,MANHATTAN,French,violations,7,A,4,49,151 E 57th St,40.76078409,-73.96835793,****
41680586,China 59 Restaurant,MANHATTAN,Chinese,violations,35,C,2.5,52,59 Nassau St,40.70925,-74.0088,***
41023553,59E59 Theaters,MANHATTAN,American,violations,25,B,4.5,34,59 E 59th St,40.76329,-73.97046,*****
41674573,5 Bar Karaoke & Lounge,MANHATTAN,Korean,violations,13,A,4,218,38 W 32nd St,40.74775756,-73.98728827,****
50040962,5C Cafe and Cultural Center,MANHATTAN,CafÃ©/Coffee/Tea,violations,13,A,5,13,68 Ave C,40.7227353,-73.9796559,*****
50042491,5ive Spice,BROOKLYN,Asian,violations,9,A,4,414,52 5th Ave,40.6814048,-73.9771062,****
41362513,5ive Steak,QUEENS,Steak,violations,12,A,2.5,163,John F Kennedy International Airport Queens,40.64614789,-73.77544165,***
50037537,Talde,BROOKLYN,Chinese/Cuban,violations,18,B,3.5,985,369 7th Ave,40.66570169,-73.98254877,****
41276823,5th Avenue Empire Cafe,MANHATTAN,Chinese,violations,10,A,3,7,339 5th Ave,40.7479528,-73.9848614,***
50065639,60 Beans Kitchen & Coffee,QUEENS,Greek,violations,8,A,4,221,36-02 Ditmars Blvd,40.774101,-73.908272,****
50009459,60 Beans Kitchen & Coffee,QUEENS,CafÃ©/Coffee/Tea,violations,2,A,4,221,36-02 Ditmars Blvd,40.774101,-73.908272,****
41548213,61 Local,BROOKLYN,American,violations,32,C,4,273,61 Bergen St,40.687147,-73.990846,****
41434590,620 On Caton Pizzeria,BROOKLYN,Pizza,violations,28,C,3,44,620 Caton Ave,40.64755,-73.97392,***
41588813,6321 Yuan Bao,BROOKLYN,Chinese,violations,26,B,4.5,10,6321 8th Ave,40.63339248,-74.01168877,*****
41701096,JoJu,QUEENS,Chinese,violations,26,B,4.5,1346,83-25 Broadway,40.74070517,-73.87935018,*****
41260427,Majestic Delicatessen,STATEN ISLAND,Delicatessen,violations,48,C,2.5,154,200 W 50th St,40.76112404,-73.9834477,***
41617945,67 Burger,BROOKLYN,Hamburgers,violations,15,B,4,528,67 Lafayette Ave,40.68724,-73.975878,****
41154687,67 Burger,BROOKLYN,Hamburgers,violations,8,A,4,528,67 Lafayette Ave,40.68724,-73.975878,****
41351549,67 Orange Street,MANHATTAN,American,violations,31,C,4,319,2082 Frederick Douglas Blvd,40.80226973,-73.9567852,****
40978834,68 Jay St Bar,BROOKLYN,American,violations,23,B,3,79,68 Jay St,40.70269,-73.9868,***
41653049,Xin Fa Bakery,BROOKLYN,Chinese,violations,8,A,4,130,5617 8th Ave,40.63723,-74.00738,****
50036518,Hahm Ji Bach,QUEENS,Chinese,violations,11,A,4,954,40-11 149th Pl,40.76316219,-73.81529341,****
41420397,The Richardson,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",violations,25,B,4,211,451 Graham Ave,40.71887207,-73.94538116,****
41645673,69 Pizzeria,QUEENS,Pizza,violations,10,A,3.5,16,4917 69th St,40.737014,-73.895637,****
41690753,696 Gourmet Deli,MANHATTAN,American,violations,35,C,3,63,696 3rd Ave,40.751987,-73.973922,***
50067398,69 Coffee Shop,QUEENS,Mexican,reopened,4,A,3.5,11,5001 69th St,40.736729,-73.895592,****
50017241,6b,MANHATTAN,American,violations,20,B,4,50,60 E 42nd St,40.7521344,-73.9785697,****
50056878,7 Days Restaurant,STATEN ISLAND,Chinese,violations,12,A,3,9,364 Bay St,40.63390411,-74.07598049,***
50014520,Seven Grams Caffe,MANHATTAN,CafÃ©/Coffee/Tea,violations,3,A,4.5,336,275 7th Ave,40.74560631,-73.99427754,*****
